#separator:tab
#html:false
What are the solid organs in the abdominal cavity?	Liver, spleen, pancreas, kidneys, and women (in women).
This can be palpated just anterior to the tragus.	Where can the superficial temporal artery be palpated?
What is mastoid process?	"This is a prominent bony mass at the base of the skull, about 1"" posterior to the external opening of the ear."
"This is a prominent bony mass at the base of the skull, about 1"" posterior to the external opening of the ear."	What is mastoid process?
How many teeth are in the human mouth?	There are 32 of these in the mouth.
There are 32 of these in the mouth.	How many teeth are in the human mouth?
What is the cervical spine?	This is the first seven vertebrae in the spinal column (C1 through C7).
This is the first seven vertebrae in the spinal column (C1 through C7).	What is the cervical spine?
Where are the carotid arteries found?	These are found on either side of the trachea, along with the jugular veins and several nerves.
These are found on either side of the trachea, along with the jugular veins and several nerves.	Where are the carotid arteries found?
What is between the thyroid cartilage and the cricoid cartilage in the middle of the neck?	Between these two is the cricothyroid membrane, a thin sheet of fascia.
Between these two is the cricothyroid membrane, a thin sheet of fascia.	What is between the thyroid cartilage and the cricoid cartilage in the middle of the neck?
Where can the carotid arteries be easily palpable?	These can be easily palpated in a groove 1 to 2 cm lateral to the larynx.
These can be easily palpated in a groove 1 to 2 cm lateral to the larynx.	Where can the carotid arteries be easily palpable?
What are the sternocleidomastoid muscles?	These are muscles that originate from the mastoid process of the cranium and insert into the medial border each collarbone and the sternum at the base of the neck; they allow movement of the head.
These are muscles that originate from the mastoid process of the cranium and insert into the medial border each collarbone and the sternum at the base of the neck; they allow movement of the head.	What are the sternocleidomastoid muscles?
How big is the eye?	"This is approximately 1"" in diameter."
"This is approximately 1"" in diameter."	How big is the eye?
How much of an adult eye globe is protected by the orbit?	80% of this is protected by the orbit.
80% of this is protected by the orbit.	How much of an adult eye globe is protected by the orbit?
What is the conjunctiva?	This is a membrane which covers the exposed surface of the eye and the inner surface of the eyelids.
This is a membrane which covers the exposed surface of the eye and the inner surface of the eyelids.	What is the conjunctiva?
What are the lacrimal glands?	These are tear glands that keep the eye moist.
These are tear glands that keep the eye moist.	What are the lacrimal glands?
What is the sclera?	This is the white of the eye, an extremely tough fibrous tissue.
This is the white of the eye, an extremely tough fibrous tissue.	What is the sclera?
What is the cornea?	This is a clear, transparent membrane which allows light to enter the eye.
This is a clear, transparent membrane which allows light to enter the eye.	What is the cornea?
What is the iris?	This is a circular muscle that lies behind the cornea with an opening in its center that allows light to enter. It is pigmented.
This is a circular muscle that lies behind the cornea with an opening in its center that allows light to enter. It is pigmented.	What is the iris?
What is the pupil?	This is the opening in the center of the iris.
This is the opening in the center of the iris.	What is the pupil?
What is anisocoria?	This is a congenitial condition in which people are born with unequal pupils.
This is a congenitial condition in which people are born with unequal pupils.	What is anisocoria?
What is the lens?	This is behind the iris, and focuses images on the retina.
This is behind the iris, and focuses images on the retina.	What is the lens?
What is the retina?	This is in the back of the globe, and has numerous nerve endings which respond to light.
This is in the back of the globe, and has numerous nerve endings which respond to light.	What is the retina?
What is retinal detachment?	This is a condition when the retina detaches from the underlying choroid and sclera, thus its nerve endings are not nourished, and the patient experiences blindness.
This is a condition when the retina detaches from the underlying choroid and sclera, thus its nerve endings are not nourished, and the patient experiences blindness.	What is retinal detachment?
What is an important consideration for face and neck injury patient's airway?	In this situation, bleeding from the injuries can be very heavy and produce large clots in the upper airway. In addition, the injuries may cause loosened teeth or dentures to become dislodged into the throat.
In this situation, bleeding from the injuries can be very heavy and produce large clots in the upper airway. In addition, the injuries may cause loosened teeth or dentures to become dislodged into the throat.	What is an important consideration for face and neck injury patient's airway?
What is a hemotoma?	This is a blunt injury that deos not break the skin but causes a break in a blood vessel, lead blood to collect under the skin.
This is a blunt injury that deos not break the skin but causes a break in a blood vessel, lead blood to collect under the skin.	What is a hemotoma?
What are the signs of a mandibular fracture?	The signs of this include: a misalignment of the teeth, numbness of the chin, and an inability to open the mouth.
The signs of this include: a misalignment of the teeth, numbness of the chin, and an inability to open the mouth.	What are the signs of a mandibular fracture?
When treating a soft-tissues injury to the face and neck, what is important to remember regarding bleeding and the airway?	In this situation, remember that blood draining into the throat can produce vomiting and airway obstruction; therefore, the patient may need frequent suctioning.
In this situation, remember that blood draining into the throat can produce vomiting and airway obstruction; therefore, the patient may need frequent suctioning.	When treating a soft-tissues injury to the face and neck, what is important to remember regarding bleeding and the airway?
What should you do with an injury that exposes the brain, eye, or other structures?	With this injury, cover the exposed parts with a moist, sterile dressing to protect them from further damage.
With this injury, cover the exposed parts with a moist, sterile dressing to protect them from further damage.	What should you do with an injury that exposes the brain, eye, or other structures?
What should you do if you find portions of avulsed skin that have become separated?	With this injury, you should wrap them in a sterile dressing, place them in a plastic bag, and keep them cool.
With this injury, you should wrap them in a sterile dressing, place them in a plastic bag, and keep them cool.	What should you do if you find portions of avulsed skin that have become separated?
What is conjunctivitis?	This is when a small foreign object produces severe irritation, making the conjunctiva inflamed and red. Use a normal saline solution to gently irrigate the eye.
This is when a small foreign object produces severe irritation, making the conjunctiva inflamed and red. Use a normal saline solution to gently irrigate the eye.	What is conjunctivitis?
When irrigating the eye, what should you remember?	When doing this, remember to always flush towards the outside, to avoid flushing material into the other eye.
When doing this, remember to always flush towards the outside, to avoid flushing material into the other eye.	When irrigating the eye, what should you remember?
What should you never do if an object is stuck in the cornea?	In this situation, never attempt to remove the object.
In this situation, never attempt to remove the object.	What should you never do if an object is stuck in the cornea?
What should you do when you see or suspect an impaled object in the eye?	In this situation, bandage both eyes with soft bulky dressings to prevent further injury.
In this situation, bandage both eyes with soft bulky dressings to prevent further injury.	What should you do when you see or suspect an impaled object in the eye?
What should you do if an eye was burned by an alkali or strong acid?	In this situation, you hsould irrigate the eye continuously for 20 minutes.
In this situation, you hsould irrigate the eye continuously for 20 minutes.	What should you do if an eye was burned by an alkali or strong acid?
What can cause superficial light burns on the eye?	These can be caused by ultraviolet rays from an arc welding unit, light from prolonged exposure to a sunlamp, or reflected light from a bright snow-covered area. These injuries often become painful 3 to 5 hours after exposure.
These can be caused by ultraviolet rays from an arc welding unit, light from prolonged exposure to a sunlamp, or reflected light from a bright snow-covered area. These injuries often become painful 3 to 5 hours after exposure.	What can cause superficial light burns on the eye?
What are the 3 important guidelines to follow when treating penetrating eye injuries?	The 3 guidelines for this situation are: 1) Never exert pressure on or manipulate it in any way. 2) If any part of the eye is exposed, gently apply a moist, sterile dressing to prevent drying. 3) Cover the injured eye with a protective metal eye shield, cup, or sterile dressing.
The 3 guidelines for this situation are: 1) Never exert pressure on or manipulate it in any way. 2) If any part of the eye is exposed, gently apply a moist, sterile dressing to prevent drying. 3) Cover the injured eye with a protective metal eye shield, cup, or sterile dressing.	What are the 3 important guidelines to follow when treating penetrating eye injuries?
What should you do if the eyeball is displaced out of its socket?	In this situation, do NOT attempt to reposition it. Simply cover it and stabilize it with a moist, sterile dressing.
In this situation, do NOT attempt to reposition it. Simply cover it and stabilize it with a moist, sterile dressing.	What should you do if the eyeball is displaced out of its socket?
What is a hyphema?	This is bleeding into the anterior chamber of the eye that obscures part or all of the eye; common in blunt trauma.
This is bleeding into the anterior chamber of the eye that obscures part or all of the eye; common in blunt trauma.	What is a hyphema?
What is a blowout fracture, and how should you treat it?	This is a fracture of the orbit, particularly of the bones that support the globe. Pain, double vision, and/or decreased vision are symptoms. Protect the eyes, cover, and promptly transport.
This is a fracture of the orbit, particularly of the bones that support the globe. Pain, double vision, and/or decreased vision are symptoms. Protect the eyes, cover, and promptly transport.	What is a blowout fracture, and how should you treat it?
What is epistaxis?	This is another name for nosebleeds.
This is another name for nosebleeds.	What is epistaxis?
When should you remove contact lense?	The ONLY time you should remove these is in the case of chemical burns in the eye.
The ONLY time you should remove these is in the case of chemical burns in the eye.	When should you remove contact lense?
What eye findings should alert you to the possibility of a head injury?	These findings are: One pupil larger than the other; The eyes not moving together or pointing in different directions; Failure of the eyes to follow the movement of your finger as instructed; Bleeding under the conjunctiva, which obscures the sclera; Protrusion or bulging of one eye.
These findings are: One pupil larger than the other; The eyes not moving together or pointing in different directions; Failure of the eyes to follow the movement of your finger as instructed; Bleeding under the conjunctiva, which obscures the sclera; Protrusion or bulging of one eye.	What eye findings should alert you to the possibility of a head injury?
What are turbinates?	These are layers of bone which are covered with a moist lining. Both chambers have a superior, middle, and inferior.
These are layers of bone which are covered with a moist lining. Both chambers have a superior, middle, and inferior.	What are turbinates?
What is the external auditory canal?	This is the ear canal, and leads into the tympanic membrane, or eardrum.
This is the ear canal, and leads into the tympanic membrane, or eardrum.	What is the external auditory canal?
What is the tympanic membrane?	This is also called the eardrum, and lies between the external and middle ear.
This is also called the eardrum, and lies between the external and middle ear.	What is the tympanic membrane?
What bones are in the middle ear?	The three bones here are called: 1) the hammer 2) the anvil 3) the stirrup
The three bones here are called: 1) the hammer 2) the anvil 3) the stirrup	What bones are in the middle ear?
What is the eustachian tube?	This is the internal auditory canal, which connects the middle ear to the nasal cavity.
This is the internal auditory canal, which connects the middle ear to the nasal cavity.	What is the eustachian tube?
How many days after an injury can surgeons repair facial deformities?	These damages can usually be reversed if treated within 7 to 10 days.
These damages can usually be reversed if treated within 7 to 10 days.	How many days after an injury can surgeons repair facial deformities?
What should you remember when dealing with an avulsed tooth?	With this injury, remember to handle it by the crown and not by the root.
With this injury, remember to handle it by the crown and not by the root.	What should you remember when dealing with an avulsed tooth?
What is subcutaneous emphysema?	This is the presence of air in the soft tissues which produces a characteristic crackling sensation. If you feel this sensation, maintain airway and prodive immediate transport.
This is the presence of air in the soft tissues which produces a characteristic crackling sensation. If you feel this sensation, maintain airway and prodive immediate transport.	What is subcutaneous emphysema?
What is exsanguination?	This is the the bleeding out of the body.
This is the the bleeding out of the body.	What is exsanguination?
What is an air embolism?	This often occurs if a vein has been punctured, causing air to be sucked in through to the heart; cardiac arrest is a serious threat.
This often occurs if a vein has been punctured, causing air to be sucked in through to the heart; cardiac arrest is a serious threat.	What is an air embolism?
What are the signs and symptoms of larynx injuries?	The signs and symptoms of this include: respiratory distress; hoarseness; pain; difficulty swallowing (aka dysphagia); cyanosis; pale skin; sputum in the wound; subcutaneous emphysema; bruising on the neck; hematoma; and bleeding
The signs and symptoms of this include: respiratory distress; hoarseness; pain; difficulty swallowing (aka dysphagia); cyanosis; pale skin; sputum in the wound; subcutaneous emphysema; bruising on the neck; hematoma; and bleeding	What are the signs and symptoms of larynx injuries?
What is a result of larnygeal injuries?	When this happens, the larynx becomes crushed against the cervical spine, resulting in soft-tissue injury, fractures, and/or separation of the fascia that connects the thyroid and cricoid cartilages.
When this happens, the larynx becomes crushed against the cervical spine, resulting in soft-tissue injury, fractures, and/or separation of the fascia that connects the thyroid and cricoid cartilages.	What is a result of larnygeal injuries?
How should you treat laryngeal injuries?	With these injuries, provide oxygenation and ventilation. Always suspect cervical spine injury, so apply immobilization but avoid the use of rigid collars, as they may cause further damage to the soft tissues.
With these injuries, provide oxygenation and ventilation. Always suspect cervical spine injury, so apply immobilization but avoid the use of rigid collars, as they may cause further damage to the soft tissues.	How should you treat laryngeal injuries?
What causes barotrauma injuries?	These injuries occur from sudden or extreme changes in air pressure.
These injuries occur from sudden or extreme changes in air pressure.	What causes barotrauma injuries?
What is the leading form of injury?	This is soft-tissue trauma.
This is soft-tissue trauma.	What is the leading form of injury?
How many ED (Emergency Department) visits each year are open wound related?	Approximately 6.5 million visits are a result of these.
Approximately 6.5 million visits are a result of these.	How many ED (Emergency Department) visits each year are open wound related?
How many ED visits each year are a result of contusions?	Approximately 5 million visits are a result of these.
Approximately 5 million visits are a result of these.	How many ED visits each year are a result of contusions?
What is the largest organ in the body?	It is the skin.
It is the skin.	What is the largest organ in the body?
What is the epidermis?	This is the tough, external layer that forms a watertight covering for the body. It is itself composed of several layers.
This is the tough, external layer that forms a watertight covering for the body. It is itself composed of several layers.	What is the epidermis?
What is the dermis?	This is the inner layer of the skin. It lies below the germinal cells of the epidermis. It contains the structures that give the skin its characteristic appearances: hair follicles, sweat glands, and sebaceous glands.
This is the inner layer of the skin. It lies below the germinal cells of the epidermis. It contains the structures that give the skin its characteristic appearances: hair follicles, sweat glands, and sebaceous glands.	What is the dermis?
What are mucous membranes?	These are membranes that cover the openings in the body (mouth, nose, anus, vagina) and also provide a protective barrier against bacterial invasion.
These are membranes that cover the openings in the body (mouth, nose, anus, vagina) and also provide a protective barrier against bacterial invasion.	What are mucous membranes?
What functions does the skin serve?	This serves several functions, including: protecting the body from foreign pathogens; and assisting in body temperature regulation.
This serves several functions, including: protecting the body from foreign pathogens; and assisting in body temperature regulation.	What functions does the skin serve?
What are the three types of soft tissue injuries?	The three types are: 1) Closed injuries 2) Open Injuries 3) Burns
The three types are: 1) Closed injuries 2) Open Injuries 3) Burns	What are the three types of soft tissue injuries?
What are closed injuries?	These are when soft-tissue damage occurs beneath the skin or mucous membrane but the surface of the skin or membrane remains intact.
These are when soft-tissue damage occurs beneath the skin or mucous membrane but the surface of the skin or membrane remains intact.	What are closed injuries?
What are open injuries?	These are when there is a break in the surface of the skin or the mucous membranes, exposing deeper tissues to potential contamination.
These are when there is a break in the surface of the skin or the mucous membranes, exposing deeper tissues to potential contamination.	What are open injuries?
What are burns?	These are when the soft tissue damage occurs as a result from thermal heat, frictional heat, toxic chemicals, electricity, or nuclear radiation.
These are when the soft tissue damage occurs as a result from thermal heat, frictional heat, toxic chemicals, electricity, or nuclear radiation.	What are burns?
What does histamine do during inflammation?	"During inflammation, this causes dilation of blood vessels, increasing blood flow to the injured area and resulting in a reddened, warm area immediately around the site. It also makes capillaries more permeable, and swelling may occur as fluid seeps out of these ""leaky"" capillaries."
"During inflammation, this causes dilation of blood vessels, increasing blood flow to the injured area and resulting in a reddened, warm area immediately around the site. It also makes capillaries more permeable, and swelling may occur as fluid seeps out of these ""leaky"" capillaries."	What does histamine do during inflammation?
What is collagen, and what does it do during the wound healing process?	This is a tough, fibrous protein found in scar tissue, hair, bones, and connective tissue. In the last stage of wound healing, it provides stability to the damaged tissue and joins wound borders, thereby closing the open tissue.
This is a tough, fibrous protein found in scar tissue, hair, bones, and connective tissue. In the last stage of wound healing, it provides stability to the damaged tissue and joins wound borders, thereby closing the open tissue.	What is collagen, and what does it do during the wound healing process?
At what temperature can thermal burns occur?	These can occur when skin is exposed to temperatures higher than 111 F (44 C).
These can occur when skin is exposed to temperatures higher than 111 F (44 C).	At what temperature can thermal burns occur?
Why do solids typically cause a more significant burn than gases?	This is because solids generally have higher heat content than gases.
This is because solids generally have higher heat content than gases.	Why do solids typically cause a more significant burn than gases?
What is a contusion (bruise)?	This is an injury that causes bleeding beneath the skin but does not break the skin.
This is an injury that causes bleeding beneath the skin but does not break the skin.	What is a contusion (bruise)?
What is ecchymosis?	This is the buildup of blood which produces a characteristic blue or black discoloration.
This is the buildup of blood which produces a characteristic blue or black discoloration.	What is ecchymosis?
What is a hematoma?	This is blood that has collected within damaged tissue or in a body cavity; it occurs whenever a large blood vessel is damaged and bleed rapidly.
This is blood that has collected within damaged tissue or in a body cavity; it occurs whenever a large blood vessel is damaged and bleed rapidly.	What is a hematoma?
What is a crushing injury?	This occurs when a great amount of force is applied to the body.
This occurs when a great amount of force is applied to the body.	What is a crushing injury?
What is crush syndrome?	This is when an area of the body is trapped for longer than 4 hours and arterial blood flow is compromised; this is a significant metabolic derangement that can lead to renal failure and death.
This is when an area of the body is trapped for longer than 4 hours and arterial blood flow is compromised; this is a significant metabolic derangement that can lead to renal failure and death.	What is crush syndrome?
What is compartment syndrome?	This is a condition when the cells that are injured leak watery fluid into the spaces between the cells. The pressure of the fluid may become great enough to compress the tissue and cause further damage. This is especially true if the blood vessels become compressed, cutting off blood flow to the tissue.
This is a condition when the cells that are injured leak watery fluid into the spaces between the cells. The pressure of the fluid may become great enough to compress the tissue and cause further damage. This is especially true if the blood vessels become compressed, cutting off blood flow to the tissue.	What is compartment syndrome?
What is contamination?	This is the presence of infectious organisms (pathogens) or foreign bodies, such as dirt, gravel, or metal, in the wound.
This is the presence of infectious organisms (pathogens) or foreign bodies, such as dirt, gravel, or metal, in the wound.	What is contamination?
What are the four types of open sot-tissue wounds?	These are: 1) Abrasions 2) Lacerations 3) Avulsions and 4) Penetrating wounds
These are: 1) Abrasions 2) Lacerations 3) Avulsions and 4) Penetrating wounds	What are the four types of open sot-tissue wounds?
What is an abrasion?	This is a wound of the superficial layer of the skin, caused by friction when a body part rubs or scrapes across a rough or hard surface.
This is a wound of the superficial layer of the skin, caused by friction when a body part rubs or scrapes across a rough or hard surface.	What is an abrasion?
What is a laceration?	This is a jagged cut caused by a sharp object or a blunt force that tears the tissue.
This is a jagged cut caused by a sharp object or a blunt force that tears the tissue.	What is a laceration?
What is an incision?	This is a sharp, smooth cut.
This is a sharp, smooth cut.	What is an incision?
What is an avulsion?	This is an injury that separates various layers of soft tissue (usually between the subcutaneous layer and fascia) so that they become either completely detached or hang as a flap.
This is an injury that separates various layers of soft tissue (usually between the subcutaneous layer and fascia) so that they become either completely detached or hang as a flap.	What is an avulsion?
What should you never do with avulsions?	In this situation, NEVER remove the skin flap, regardless of size.
In this situation, NEVER remove the skin flap, regardless of size.	What should you never do with avulsions?
What is an amputation?	This is an injury in which part of the body is completely severed.
This is an injury in which part of the body is completely severed.	What is an amputation?
What is a penetrating wound (puncture wound)?	This is an injury resulting from a sharp, pointed object, such as a knife, ice pick, splinter, or bullet.
This is an injury resulting from a sharp, pointed object, such as a knife, ice pick, splinter, or bullet.	What is a penetrating wound (puncture wound)?
What should you consider any time you observe bruising, swelling, or deformity, or the patient is reporting pain?	In these situations, always consider the possibility of a closed injury.
In these situations, always consider the possibility of a closed injury.	What should you consider any time you observe bruising, swelling, or deformity, or the patient is reporting pain?
What does RICES stand for when treating soft-tissue injuries?	When treating these, it stands for: R.est I.ce C.ompression E.levation S.plinting
When treating these, it stands for: R.est I.ce C.ompression E.levation S.plinting	What does RICES stand for when treating soft-tissue injuries?
When should you clean an open wound?	Never; only hospital personnel should clean this.
Never; only hospital personnel should clean this.	When should you clean an open wound?
What is a way to better control bleeding?	You can often better control this by splinting the extremity, even if there is no fracture.
You can often better control this by splinting the extremity, even if there is no fracture.	What is a way to better control bleeding?
What is evisceration, and what should you do when faced with it?	This is when organs protrude through a wound. Do not touch or move the exposed organs; cover the wound with sterile gauze moistened with sterile saline solution and secure with an occlusive dressing; if you do not suspect spinal injury, flex the uninjured legs to relieve pressure.
This is when organs protrude through a wound. Do not touch or move the exposed organs; cover the wound with sterile gauze moistened with sterile saline solution and secure with an occlusive dressing; if you do not suspect spinal injury, flex the uninjured legs to relieve pressure.	What is evisceration, and what should you do when faced with it?
What is the only exception to the rule of never removing an impaled object?	The only exception to this rule is when it interferes with CPR.
The only exception to this rule is when it interferes with CPR.	What is the only exception to the rule of never removing an impaled object?
How many deaths a year are attributed to burns?	These account for more than 10,000 deaths a year.
These account for more than 10,000 deaths a year.	How many deaths a year are attributed to burns?
Why are burns to the airway of significant importance?	These are of significant importance because the loose mucosa in the hypopharynx can swell and lead to complete airway obstruction.
These are of significant importance because the loose mucosa in the hypopharynx can swell and lead to complete airway obstruction.	Why are burns to the airway of significant importance?
What five factors will help you determine the severity of a burn?	These are: [MOST IMPORTANT] 1) What is the depth of the burn? 2) What is the extent of the burn?   3) Are any critical areas involved? 4) Does the patient have any preexisting medical conditions or other injuries? 5) Is the patient younger than 5 or older than 55?
These are: [MOST IMPORTANT] 1) What is the depth of the burn? 2) What is the extent of the burn?   3) Are any critical areas involved? 4) Does the patient have any preexisting medical conditions or other injuries? 5) Is the patient younger than 5 or older than 55?	What five factors will help you determine the severity of a burn?
What are the 3 types of burns?	They are: 1) Superficial (1st degree) burns 2) Partial Thickness (2nd degree) burns 3) Full Thickness (3rd degree) burns
They are: 1) Superficial (1st degree) burns 2) Partial Thickness (2nd degree) burns 3) Full Thickness (3rd degree) burns	What are the 3 types of burns?
What are superficial (1st degree) burns?	These involve only the top layer of skin (epidermis). The skin turns red but does not blister or actually burn through (ie sunburn).
These involve only the top layer of skin (epidermis). The skin turns red but does not blister or actually burn through (ie sunburn).	What are superficial (1st degree) burns?
What is a partial-thickness burn?	These involve the epidermis and some portion of the dermis. These burns do not destroy the entire thickness of the skin, nor is the subcutaneous tissue injured. Typically, the skin is moist mottled and white to red. Blisters are present. They cause intense pain.
These involve the epidermis and some portion of the dermis. These burns do not destroy the entire thickness of the skin, nor is the subcutaneous tissue injured. Typically, the skin is moist mottled and white to red. Blisters are present. They cause intense pain.	What is a partial-thickness burn?
What is a full-thickness burn?	These extend through all the skin layers and may involve subcutaneous layers, muscle, bone, or internal organs. The burned area is dry and leathery and may appear white, dark brown, or even charred. The burn area may be painless due to the death of nerve endings.
These extend through all the skin layers and may involve subcutaneous layers, muscle, bone, or internal organs. The burned area is dry and leathery and may appear white, dark brown, or even charred. The burn area may be painless due to the death of nerve endings.	What is a full-thickness burn?
What is the rule of nines?	This is a method to estimate burn surface area, using the patient's palm, which is equal to roughly 1% of the patient's total body. Chest=18% Legs=18% each Arms=9% each Genitals=1% Back=18% Head=9%
This is a method to estimate burn surface area, using the patient's palm, which is equal to roughly 1% of the patient's total body. Chest=18% Legs=18% each Arms=9% each Genitals=1% Back=18% Head=9%	What is the rule of nines?
How long should you flood a chemical burn for?	You should do this for with gallons of water for 15 to 20 minutes after the patient says the burning pain has stopped.
You should do this for with gallons of water for 15 to 20 minutes after the patient says the burning pain has stopped.	How long should you flood a chemical burn for?
What is an insulator?	This is any substance that prevents an electrical circuit between a source and the ground from being completed.
This is any substance that prevents an electrical circuit between a source and the ground from being completed.	What is an insulator?
What is a conductor?	This is any substance that allows a current to flow through it.
This is any substance that allows a current to flow through it.	What is a conductor?
What is amperage?	This is a measurement of the magnitude of current.
This is a measurement of the magnitude of current.	What is amperage?
When an electric current enters the body, where is it burned?	It is burned at the entrance wound as well as anywhere along the path until the current grounds and exits the body.
It is burned at the entrance wound as well as anywhere along the path until the current grounds and exits the body.	When an electric current enters the body, where is it burned?
What is important to remember about electrical burns?	These are always more severe  than the external signs indicate.
These are always more severe  than the external signs indicate.	What is important to remember about electrical burns?
What a danger regarding electric currents and the chest?	These can cross the chest and cause cardiac arrest.
These can cross the chest and cause cardiac arrest.	What a danger regarding electric currents and the chest?
What are thermal burns?	These are burns caused by heat.
These are burns caused by heat.	What are thermal burns?
What are flame burns?	These are often very deep burns, particularly if a person's clothing catches fire.
These are often very deep burns, particularly if a person's clothing catches fire.	What are flame burns?
What is a scald burn?	These are commonly seen in children and handicapped adults. They often cover a large surface area of the body because liquids spread easily.
These are commonly seen in children and handicapped adults. They often cover a large surface area of the body because liquids spread easily.	What is a scald burn?
What are flash burns?	These are thermals burns caused by an explosion, as well as lightening strikes.
These are thermals burns caused by an explosion, as well as lightening strikes.	What are flash burns?
What should you do if your patient shows signs of edema such as hoarse voice, singed nasal hairs, singed facial hairs, burns of the face, or carbon particles in the sputum?	In these situations, consider requesting for ALS intercept, and apply a cool mist or aerosol therapy (apply ice pack to throat if no mister is available).
In these situations, consider requesting for ALS intercept, and apply a cool mist or aerosol therapy (apply ice pack to throat if no mister is available).	What should you do if your patient shows signs of edema such as hoarse voice, singed nasal hairs, singed facial hairs, burns of the face, or carbon particles in the sputum?
What are occlusive dressings?	These are dressing made of vaseline gauze, aluminium foil, or plastic, which prevent air and liquids from entering or exiting the wound. They are used to cover sucking chest wounds, abdominal eviscerations, and neck injuries.
These are dressing made of vaseline gauze, aluminium foil, or plastic, which prevent air and liquids from entering or exiting the wound. They are used to cover sucking chest wounds, abdominal eviscerations, and neck injuries.	What are occlusive dressings?
Why should you always check a limb distal to a bandage for circulation?	You should do this because any improperly applied bandage that impairs circulation can result in additional tissue damage or even the loss of a limb.
You should do this because any improperly applied bandage that impairs circulation can result in additional tissue damage or even the loss of a limb.	Why should you always check a limb distal to a bandage for circulation?
What should you never do just because a patients skin is not cherry red?	In this situation, you should never rule out CO intoxication.
In this situation, you should never rule out CO intoxication.	What should you never do just because a patients skin is not cherry red?
What is HCN?	This is hydrogen cyanide; it is colorless and has the smell of bitter almonds.
This is hydrogen cyanide; it is colorless and has the smell of bitter almonds.	What is HCN?
What are the signs and symptoms of HCN poisoning?	Signs and symptoms of this involve the central nervous, respiratory, and cardiovascular systems of the body, and include faintness, anxiety, abnormal vital signs, headache, seizures, paralysis, and coma.
Signs and symptoms of this involve the central nervous, respiratory, and cardiovascular systems of the body, and include faintness, anxiety, abnormal vital signs, headache, seizures, paralysis, and coma.	What are the signs and symptoms of HCN poisoning?
Since 1944, how many significant radiation exposures  involving more than 3,000 people have there been?	There have been more than 400 of these incidents since 1944.
There have been more than 400 of these incidents since 1944.	Since 1944, how many significant radiation exposures  involving more than 3,000 people have there been?
What are the three types of ionizing radiation?	These are: 1) Alpha 2) Beta 3) Gamma
These are: 1) Alpha 2) Beta 3) Gamma	What are the three types of ionizing radiation?
What can block beta radiation?	Simple protective clothing designed for this task can stop this form of radiation.
Simple protective clothing designed for this task can stop this form of radiation.	What can block beta radiation?
What is radiation measured in?	It is measured in absorbed dose (rad), aka R.adiation E.quivalent in M.an (r.e.m.)
It is measured in absorbed dose (rad), aka R.adiation E.quivalent in M.an (r.e.m.)	What is radiation measured in?
How many rad equal 1 gray (Gy)?	100 rad equals this.
100 rad equals this.	How many rad equal 1 gray (Gy)?
What is the average human exposure from background radiation per year?	This is 0.36 rem
This is 0.36 rem	What is the average human exposure from background radiation per year?
At what level can mild radiation sickness be expected?	This can be expected at exposure between 1 and 2 Gy.
This can be expected at exposure between 1 and 2 Gy.	At what level can mild radiation sickness be expected?
At what level can moderate radiation sickness be expected?	This can be expected at exposure between 2 and 5 Gy.
This can be expected at exposure between 2 and 5 Gy.	At what level can moderate radiation sickness be expected?
At what level can severe radiation sickness be expected?	This can be expected at exposure between 4 and 6 Gy.
This can be expected at exposure between 4 and 6 Gy.	At what level can severe radiation sickness be expected?
What happens when exposed to more than 8 Gy of radiation?	This level of exposure is immedaitely fatal.
This level of exposure is immedaitely fatal.	What happens when exposed to more than 8 Gy of radiation?
How should you manage radiation burns?	In this situation, make sure the patient is decontaminated (ie no debris); irrigate open wounds; antidotes may help bind an isotopem enhance its elimination from the body, or reduce the toxic effects on other organs.
In this situation, make sure the patient is decontaminated (ie no debris); irrigate open wounds; antidotes may help bind an isotopem enhance its elimination from the body, or reduce the toxic effects on other organs.	How should you manage radiation burns?
What is the most common cause of shock following trauma?	Bleeding is the most common cause of this after trauma.
Bleeding is the most common cause of this after trauma.	What is the most common cause of shock following trauma?
How long can cells in the brain, spinal column, and heart live without blood?	These can only survive for no more than a few minutes without blood.
These can only survive for no more than a few minutes without blood.	How long can cells in the brain, spinal column, and heart live without blood?
How long can cells in organs such as the kidneys and lungs survive without blood?	These cells can survive for almost an hour without blood.
These cells can survive for almost an hour without blood.	How long can cells in organs such as the kidneys and lungs survive without blood?
How long can skeletal muscle cells survive without blood?	These can survive for 2 hours without blood.
These can survive for 2 hours without blood.	How long can skeletal muscle cells survive without blood?
What are the 3 main parts of the cardiovascular system?	These 3 parts are: 1) The pump (heart) 2) Containers (blood vessels that reach every cell in the body) 3) Fluid (Blood and body fluids)
These 3 parts are: 1) The pump (heart) 2) Containers (blood vessels that reach every cell in the body) 3) Fluid (Blood and body fluids)	What are the 3 main parts of the cardiovascular system?
What does the heart and its muscles absolutely need at all times to function?	This requires a rich and well-dsitributed blood supply to function.
This requires a rich and well-dsitributed blood supply to function.	What does the heart and its muscles absolutely need at all times to function?
From where does blood enter the right atrium?	Blood enters here from the vena cava.
Blood enters here from the vena cava.	From where does blood enter the right atrium?
Where does the blood go as the right ventricle contracts?	From there, the blood flows into the pulmonary artery and the pulmonary circulation.
From there, the blood flows into the pulmonary artery and the pulmonary circulation.	Where does the blood go as the right ventricle contracts?
Through what does oxygenated blood return to the left atrium?	The blood returns to here through the pulmonary veins.
